distance_km,is_cross_border,type_encoded,capacity,load_factor,passengers_estimated,service_ratio,is_underserved,service_type_encoded,distance_category_encoded,operator_encoded,origin_country_encoded,destination_country_encoded,is_domestic,distance_per_capacity,passengers_per_km
78.68,0,0,500,0.6721909714073114,336,0.672,0,0,0,62,7,7,1,0.15736,4.270462633451957
535.39,0,1,400,0.7387317026714668,295,0.7375,0,1,1,45,7,7,1,1.3384749999999999,0.5510002054577038
114.99,0,0,500,0.6036534764210959,301,0.602,0,0,0,62,7,7,1,0.22998,2.6176189233846423
172.22,0,0,500,0.64702373219691,323,0.646,0,0,2,45,7,7,1,0.34444,1.8755080710718848
172.22,0,0,500,0.4879366329965464,243,0.486,0,0,2,62,7,7,1,0.34444,1.4109859482057834
14.06,0,0,500,0.5987806179332855,299,0.598,0,0,0,62,7,7,1,0.028120000000000003,21.26600284495021
27.86,0,0,500,0.637371592430342,318,0.636,0,0,0,62,7,7,1,0.05572,11.41421392677674
149.16,0,0,500,0.5876108409017575,293,0.586,0,0,0,62,7,7,1,0.29832,1.9643336015017432
81.65,0,0,500,0.7316205651965818,365,0.73,0,0,0,62,7,7,1,0.1633,4.470300061236987
31.78,0,0,500,0.5784929311019684,289,0.578,0,0,0,62,7,7,1,0.06356,9.093769666456891
31.76,0,0,500,0.6279977756651508,313,0.626,0,0,0,62,7,7,1,0.06352000000000001,9.855163727959697
139.73,0,0,500,0.6565370288643045,328,0.656,0,0,0,63,3,3,1,0.27946,2.3473842410362846
13.8,0,0,500,0.7220636644533058,361,0.722,0,0,0,54,3,3,1,0.027600000000000003,26.15942028985507
27.92,0,0,500,0.5782068924410281,289,0.578,0,0,0,62,7,7,1,0.05584,10.351002865329512
96.72,0,0,500,0.708158187607748,354,0.708,1,0,0,62,7,7,1,0.19344,3.6600496277915635
99.0,0,0,500,0.6505116530509794,325,0.65,0,0,0,62,7,7,1,0.198,3.282828282828283
23.85,0,0,500,0.6009245674476025,300,0.6,0,0,0,62,7,7,1,0.047700000000000006,12.578616352201257
87.63,0,0,500,0.6731051737131636,336,0.672,0,0,0,62,7,7,1,0.17526,3.834303320780555
84.65,0,0,500,0.6599529847786735,329,0.658,0,0,0,62,7,7,1,0.1693,3.8865918487891316
51.57,0,0,500,0.6199891561420603,309,0.618,0,0,0,62,7,7,1,0.10314,5.991855730075625
159.42,0,0,500,0.6534901042495009,326,0.652,0,0,2,62,7,7,1,0.31883999999999996,2.0449128089323803
33.0,0,0,500,0.630734320156912,315,0.63,0,0,0,62,7,7,1,0.066,9.545454545454545
15.11,0,0,500,0.6556758672625624,327,0.654,0,0,0,57,3,3,1,0.03022,21.641297154202515
91.16,0,0,500,0.6831065337260523,341,0.682,0,0,0,57,3,3,1,0.18231999999999998,3.7406757349714788
101.75,0,0,500,0.7293008408072676,364,0.728,0,0,0,68,3,3,1,0.2035,3.5773955773955772
17.73,0,0,500,0.5881092250586576,294,0.588,0,0,0,68,3,3,1,0.03546,16.582064297800336
26.56,0,0,500,0.7566516687328133,378,0.756,0,0,0,68,3,3,1,0.05312,14.231927710843374
42.72,0,0,500,0.5523956100238749,276,0.552,0,0,0,68,3,3,1,0.08544,6.460674157303371
47.61,0,0,500,0.6424107452482208,321,0.642,0,0,0,57,3,3,1,0.09522,6.742281033396345
99.36,0,0,500,0.6794158603242288,339,0.678,0,0,0,68,3,3,1,0.19872,3.4118357487922704
119.96,0,0,500,0.6640495933867516,332,0.664,0,0,0,57,3,3,1,0.23992,2.7675891963987995
18.13,0,0,500,0.6188650240089704,309,0.618,0,0,0,57,3,3,1,0.03626,17.04357418643133
59.03,0,0,500,0.6395938874821363,319,0.638,0,0,0,57,3,3,1,0.11806,5.404031848212773
24.34,0,0,500,0.6253499532670583,312,0.624,0,0,0,68,3,3,1,0.04868,12.818405916187347
28.13,0,0,500,0.6205317621527895,310,0.62,0,0,0,68,3,3,1,0.05626,11.020263064344118
74.62,0,0,500,0.6924801048510513,346,0.692,0,0,0,68,3,3,1,0.14924,4.6368265880461
38.0,0,0,500,0.6678507742982523,333,0.666,0,0,0,68,3,3,1,0.076,8.763157894736842
14.1,0,0,500,0.6153545202369674,307,0.614,0,0,0,57,3,3,1,0.0282,21.77304964539007
36.6,0,0,500,0.6949799937716625,347,0.694,0,0,0,57,3,3,1,0.0732,9.48087431693989
84.56,0,0,500,0.6653649760438305,332,0.664,0,0,0,62,7,7,1,0.16912,3.9262062440870387
48.8,0,0,500,0.690643105941948,345,0.69,0,0,0,62,7,7,1,0.09759999999999999,7.0696721311475414
20.33,0,0,500,0.6814814420961807,340,0.68,1,0,0,62,7,7,1,0.040659999999999995,16.724053123462863
58.01,0,0,500,0.6085502494538964,304,0.608,0,0,0,62,7,7,1,0.11602,5.240475780037925
15.06,0,0,500,0.6219909479901515,310,0.62,0,0,0,62,7,7,1,0.03012,20.584329349269588
122.36,0,0,500,0.6873646802561632,343,0.686,0,0,0,62,7,7,1,0.24472,2.803203661327231
126.07,0,0,500,0.6805185132716732,340,0.68,0,0,0,62,7,7,1,0.25214,2.696914412627905
21.11,0,0,500,0.6489549203017926,324,0.648,0,0,0,17,7,7,1,0.04222,15.348176219801042
52.51,0,0,500,0.6558663691654392,327,0.654,0,0,0,17,7,7,1,0.10502,6.227385259950486
62.37,0,0,500,0.7138832447894212,356,0.712,0,0,0,17,7,7,1,0.12473999999999999,5.707872374539042
41.42,0,0,500,0.6204214305582085,310,0.62,0,0,0,62,7,7,1,0.08284,7.48430709802028
75.11,0,0,500,0.677354869058502,338,0.676,0,0,0,62,7,7,1,0.15022,4.500066569032087
59.56,0,0,500,0.6398903673783053,319,0.638,0,0,0,62,7,7,1,0.11912,5.35594358629953
66.26,0,0,500,0.639115939838639,319,0.638,0,0,0,62,7,7,1,0.13252,4.814367642619982
21.87,0,0,500,0.7049388425993596,352,0.704,0,0,0,45,7,7,1,0.04374,16.095107453132144
39.83,0,0,500,0.6912708174494016,345,0.69,0,0,0,62,7,7,1,0.07966,8.661812703991966
74.23,0,0,500,0.6906754818000319,345,0.69,0,0,0,62,7,7,1,0.14846,4.6477165566482554
69.09,0,0,500,0.7152739403577165,357,0.714,0,0,0,62,7,7,1,0.13818,5.167173252279635
427.67,0,1,400,0.6010501920816379,240,0.6,0,1,1,96,0,0,1,1.069175,0.5611803493347675
115.39,0,0,500,0.6840976485647482,342,0.684,0,0,0,18,5,5,1,0.23078,2.963861686454632
70.47,0,0,500,0.6344866621703272,317,0.634,0,0,0,20,3,3,1,0.14094,4.498368099900667
35.68,0,0,500,0.6662083176244221,333,0.666,0,0,0,20,3,3,1,0.07135999999999999,9.332959641255606
67.49,0,0,500,0.6434928472816158,321,0.642,0,0,0,20,3,3,1,0.13498,4.756260186694325
86.25,0,0,500,0.654849798249636,327,0.654,0,0,0,20,3,3,1,0.1725,3.791304347826087
34.75,0,0,500,0.6797578512718457,339,0.678,0,0,0,20,3,3,1,0.0695,9.755395683453237
63.67,0,0,500,0.6090889658383264,304,0.608,0,0,0,20,3,3,1,0.12734,4.774619129888487
98.56,0,0,500,0.7546193637842731,377,0.754,0,0,0,20,3,3,1,0.19712000000000002,3.8250811688311686
76.25,0,0,500,0.5996991309250149,299,0.598,0,0,0,20,3,3,1,0.1525,3.921311475409836
55.62,0,0,500,0.5892905693606134,294,0.588,0,0,0,20,3,3,1,0.11123999999999999,5.28586839266451
112.63,0,0,500,0.7079055436750035,353,0.706,1,0,0,20,3,3,1,0.22526,3.1341560863002753
33.3,0,0,500,0.6895831346981468,344,0.688,1,0,0,62,7,7,1,0.06659999999999999,10.330330330330332
35.85,0,0,500,0.6812059908526078,340,0.68,0,0,0,62,7,7,1,0.0717,9.483960948396094
20.52,0,0,500,0.6814172754632141,340,0.68,0,0,0,62,7,7,1,0.04104,16.569200779727097
73.4,0,0,500,0.6493876613576542,324,0.648,0,0,0,62,7,7,1,0.1468,4.4141689373297
12.15,0,0,500,0.6051372814257084,302,0.604,0,0,0,62,7,7,1,0.024300000000000002,24.8559670781893
181.63,0,0,500,0.6537902279096863,326,0.652,0,0,2,62,7,7,1,0.36325999999999997,1.7948576776964158
55.71,0,0,500,0.6161419144243945,308,0.616,0,0,0,62,7,7,1,0.11142,5.528630407467241
71.49,0,0,500,0.6987559866708876,349,0.698,0,0,0,62,7,7,1,0.14298,4.881801650580501
29.61,0,0,500,0.6426471309248931,321,0.642,0,0,0,62,7,7,1,0.05922,10.840932117527862
23.43,0,0,500,0.6087251401603745,304,0.608,0,0,0,62,7,7,1,0.04686,12.974818608621426
75.77,0,0,500,0.6339307079173504,316,0.632,0,0,0,62,7,7,1,0.15153999999999998,4.170516035370199
47.44,0,0,500,0.6706465727137813,335,0.67,0,0,0,62,7,7,1,0.09487999999999999,7.061551433389545
108.63,0,1,400,0.5718137723598012,228,0.57,0,1,0,64,7,7,1,0.271575,2.098867716100525
60.62,0,0,500,0.6088889802216785,304,0.608,0,0,0,62,7,7,1,0.12124,5.014846585285385
47.28,0,0,500,0.6621843605745956,331,0.662,0,0,0,62,7,7,1,0.09456,7.000846023688663
40.02,0,0,500,0.6622483285554361,331,0.662,1,0,0,62,7,7,1,0.08004,8.270864567716142
48.39,0,0,500,0.6246528412314435,312,0.624,0,0,0,62,7,7,1,0.09678,6.447613143211408
436.06,0,1,400,0.5764480847190838,230,0.575,0,1,1,64,7,7,1,1.09015,0.5274503508691465
165.31,0,0,500,0.6616024968678819,330,0.66,0,0,2,62,7,7,1,0.33062,1.9962494706914282
75.46,0,0,500,0.5775957829251338,288,0.576,0,0,0,62,7,7,1,0.15092,3.8165915716936127
43.64,0,0,500,0.5796268112811722,289,0.578,0,0,0,62,7,7,1,0.08728,6.622364802933089
105.13,0,0,500,0.6140777889373782,307,0.614,0,0,0,62,7,7,1,0.21026,2.9201940454675164
29.18,0,0,500,0.6393276424144076,319,0.638,0,0,0,62,7,7,1,0.05836,10.932145305003427
12.75,0,0,500,0.6655453782799002,332,0.664,0,0,0,62,7,7,1,0.0255,26.03921568627451
41.57,0,0,500,0.7237678108474777,361,0.722,0,0,0,45,7,7,1,0.08314,8.684147221554005
37.11,0,0,500,0.6928829811601009,346,0.692,0,0,0,45,7,7,1,0.07422,9.323632444085153
60.76,0,0,500,0.6420030735018286,321,0.642,1,0,0,62,7,7,1,0.12151999999999999,5.283080974325214
120.37,0,1,400,0.5990491896048655,239,0.5975,0,1,0,64,7,7,1,0.300925,1.985544570906372
18.94,0,0,500,0.5998735317681095,299,0.598,0,0,0,45,7,7,1,0.037880000000000004,15.786694825765574
80.42,0,0,500,0.6490743432003805,324,0.648,0,0,0,62,7,7,1,0.16084,4.028848545138025
146.0,0,0,500,0.6355670680539931,317,0.634,0,0,0,63,3,3,1,0.292,2.171232876712329
146.0,0,1,400,0.6161359280169044,246,0.615,0,1,0,64,7,7,1,0.365,1.6849315068493151
146.9,0,0,500,0.6086384528223838,304,0.608,0,0,0,63,3,3,1,0.2938,2.069434989788972
146.92,0,1,400,0.6259673257120586,250,0.625,0,1,0,64,7,7,1,0.36729999999999996,1.7016063163626465
59.73,0,0,500,0.7266369456501289,363,0.726,0,0,0,62,7,7,1,0.11946,6.077348066298343
121.99,0,1,400,0.5945619925771571,237,0.5925,0,1,0,64,7,7,1,0.304975,1.9427821952619069
187.55,0,0,500,0.6700855861049471,335,0.67,0,0,2,63,3,3,1,0.37510000000000004,1.7861903492402025
187.57,0,0,500,0.6845071995855556,342,0.684,1,0,2,62,7,7,1,0.37514,1.8233192941301914
188.45,0,0,500,0.6299389764057082,314,0.628,0,0,2,63,3,3,1,0.37689999999999996,1.6662244627222076
188.49,0,0,500,0.6612046240905208,330,0.66,0,0,2,62,7,7,1,0.37698000000000004,1.750756008276301
15.3,0,0,500,0.6506296200390898,325,0.65,0,0,0,6,3,3,1,0.030600000000000002,21.241830065359476
144.33,0,0,500,0.6548838049274416,327,0.654,0,0,0,62,7,7,1,0.28866,2.2656412388276865
22.5,0,0,500,0.6113495108072267,305,0.61,0,0,0,62,7,7,1,0.045,13.555555555555555
22.52,0,0,500,0.6512255087129472,325,0.65,0,0,0,62,7,7,1,0.04504,14.431616341030196
213.4,0,0,500,0.6748999145622725,337,0.674,0,0,2,62,7,7,1,0.4268,1.5791940018744142
201.41,0,0,500,0.7225571803897521,361,0.722,0,0,2,62,7,7,1,0.40282,1.7923638349635074
68.57,0,0,500,0.6979635413042604,348,0.696,0,0,0,62,7,7,1,0.13713999999999998,5.075105731369404
202.27,0,0,500,0.7576591228755778,378,0.756,0,0,2,62,7,7,1,0.40454,1.8687892421021406
200.89,0,0,500,0.6116326218555975,305,0.61,1,0,2,62,7,7,1,0.40177999999999997,1.5182438150231472
262.5,0,1,400,0.6436160318360339,257,0.6425,0,1,2,64,7,7,1,0.65625,0.979047619047619
84.83,0,0,500,0.6591671002869176,329,0.658,0,0,0,62,7,7,1,0.16966,3.8783449251444067
43.09,0,0,500,0.7594901466608837,379,0.758,0,0,0,62,7,7,1,0.08618,8.795544209793455
83.17,0,0,500,0.6095850857322425,304,0.608,0,0,0,62,7,7,1,0.16634000000000002,3.6551641216784896
167.33,0,1,400,0.5580139078909612,223,0.5575,0,1,2,64,7,7,1,0.41832500000000006,1.332695870435666
37.26,0,0,500,0.620030367727799,310,0.62,0,0,0,62,7,7,1,0.07452,8.319914117015566
576.21,0,0,500,0.6438052137845096,321,0.642,0,0,1,63,3,3,1,1.15242,0.557088561461967
576.13,0,0,500,0.723712248915962,361,0.722,0,0,1,62,7,7,1,1.15226,0.6265946921701699
208.47,0,0,500,0.6120433669223151,306,0.612,0,0,2,62,7,7,1,0.41694,1.4678370988631457
36.95,0,0,500,0.6575196893238104,328,0.656,0,0,0,62,7,7,1,0.07390000000000001,8.876860622462788
215.16,0,0,500,0.667087798788858,333,0.666,0,0,2,62,7,7,1,0.43032,1.5476854433909648
106.83,0,0,500,0.7438085419607944,371,0.742,0,0,0,62,7,7,1,0.21366,3.472807263877188
109.91,0,0,500,0.6975211919093025,348,0.696,0,0,0,63,3,3,1,0.21982,3.16622691292876
109.78,0,0,500,0.6211548172168798,310,0.62,0,0,0,62,7,7,1,0.21956,2.82382947713609
109.88,0,1,400,0.5550792664325821,222,0.555,0,1,0,64,7,7,1,0.2747,2.020385875500546
25.0,0,0,500,0.6745959585753253,337,0.674,0,0,0,62,7,7,1,0.05,13.48
22.81,0,0,500,0.5839883396489679,291,0.582,0,0,0,62,7,7,1,0.04562,12.757562472599737
83.85,0,0,500,0.7415729382927178,370,0.74,0,0,0,62,7,7,1,0.1677,4.412641621943948
32.89,0,0,500,0.7089720060360644,354,0.708,0,0,0,62,7,7,1,0.06578,10.763149893584677
30.13,0,0,500,0.6265412173947648,313,0.626,0,0,0,62,7,7,1,0.06026,10.388317291735811
46.87,0,0,500,0.5643432735454561,282,0.564,0,0,0,62,7,7,1,0.09373999999999999,6.01664177512268
103.26,0,0,500,0.7176936187082706,358,0.716,0,0,0,62,7,7,1,0.20652,3.4669765640131707
21.63,0,0,500,0.6442730077373692,322,0.644,0,0,0,57,3,3,1,0.04326,14.88673139158576
41.59,0,0,500,0.7118908155986731,355,0.71,0,0,0,57,3,3,1,0.08318,8.535705698485213
18.44,0,0,500,0.5702786170602816,285,0.57,0,0,0,57,3,3,1,0.03688,15.455531453362255
22.89,0,0,500,0.6200312488523114,310,0.62,1,0,0,57,3,3,1,0.04578,13.543031891655744
22.82,0,0,500,0.6502621849859092,325,0.65,0,0,0,57,3,3,1,0.04564,14.241893076248905
32.26,0,0,500,0.6523490296882372,326,0.652,0,0,0,57,3,3,1,0.06452,10.105393676379418
426.16,0,0,500,0.6274967264260378,313,0.626,0,0,1,18,5,5,1,0.8523200000000001,0.7344659282898441
410.11,0,0,500,0.6811424966173749,340,0.68,0,0,1,18,5,5,1,0.8202200000000001,0.8290458657433372
355.72,0,0,500,0.5966189785308703,298,0.596,0,0,2,18,5,5,1,0.7114400000000001,0.8377375463847969
478.86,0,0,500,0.6428810257489354,321,0.642,0,0,1,18,5,5,1,0.95772,0.6703420623981957
12.47,0,0,500,0.656014781585595,328,0.656,0,0,0,57,3,3,1,0.02494,26.303127506014434
14.39,0,0,500,0.6757219417029374,337,0.674,0,0,0,57,3,3,1,0.02878,23.419041000694925
15.05,0,0,500,0.6855807439044446,342,0.684,0,0,0,57,3,3,1,0.030100000000000002,22.72425249169435
26.98,0,0,500,0.5937678954081066,296,0.592,0,0,0,57,3,3,1,0.05396,10.971089696071164
48.81,0,0,500,0.5732942914632189,286,0.572,0,0,0,57,3,3,1,0.09762,5.859455029707027
33.13,0,0,500,0.7138838410949255,356,0.712,1,0,0,57,3,3,1,0.06626,10.745547841835194
10.38,0,0,500,0.6666157005989796,333,0.666,0,0,0,57,3,3,1,0.02076,32.080924855491325
13.13,0,0,500,0.6125756731721723,306,0.612,0,0,0,57,3,3,1,0.026260000000000002,23.305407463823304
36.95,0,0,500,0.7275575987761261,363,0.726,0,0,0,57,3,3,1,0.07390000000000001,9.824086603518268
17.42,0,0,500,0.655783731714643,327,0.654,1,0,0,57,3,3,1,0.03484,18.771526980482204
20.62,0,0,500,0.7089648592031913,354,0.708,0,0,0,57,3,3,1,0.04124,17.16779825412221
63.18,0,0,500,0.6533759240705055,326,0.652,0,0,0,62,7,7,1,0.12636,5.159860715416271
30.91,0,0,500,0.7530373962440994,376,0.752,0,0,0,62,7,7,1,0.06182,12.164348107408605
99.8,0,0,500,0.7377670421221603,368,0.736,1,0,0,62,7,7,1,0.1996,3.687374749498998
82.68,0,0,500,0.6375517925760463,318,0.636,0,0,0,62,7,7,1,0.16536,3.846153846153846
82.7,0,0,500,0.6985785475477178,349,0.698,0,0,0,63,3,3,1,0.16540000000000002,4.220072551390568
74.48,0,0,500,0.6822687974792574,341,0.682,0,0,0,62,7,7,1,0.14896,4.578410311493018
205.92,0,0,500,0.7184315778766175,359,0.718,0,0,2,62,7,7,1,0.41184,1.7433954933954936
14.44,0,0,500,0.6017538269709948,300,0.6,0,0,0,62,7,7,1,0.02888,20.775623268698062
189.61,0,0,500,0.684302572999922,342,0.684,0,0,2,62,7,7,1,0.37922,1.8037023363746636
53.38,0,0,500,0.7029212243424794,351,0.702,1,0,0,62,7,7,1,0.10676000000000001,6.575496440614462
15.47,0,0,500,0.5620630256788444,281,0.562,0,0,0,45,7,7,1,0.030940000000000002,18.164188752424046
15.53,0,0,500,0.5908370743667113,295,0.59,0,0,0,45,7,7,1,0.031059999999999997,18.995492594977463
15.44,0,0,500,0.548038391111995,274,0.548,0,0,0,45,7,7,1,0.030879999999999998,17.746113989637305
47.92,0,0,500,0.6365296582777721,318,0.636,0,0,0,45,7,7,1,0.09584000000000001,6.636060100166945
830.38,0,0,500,0.7858771127897981,392,0.784,0,0,3,45,7,7,1,1.66076,0.472073026807004
829.88,0,0,500,0.8251178526048014,412,0.824,0,0,3,45,7,7,1,1.65976,0.4964573191304767
15.21,0,0,500,0.6537047390209888,326,0.652,1,0,0,62,7,7,1,0.030420000000000003,21.43326758711374
16.01,0,0,500,0.7314307772785646,365,0.73,0,0,0,62,7,7,1,0.03202,22.79825109306683
28.72,0,0,500,0.5809949270892555,290,0.58,0,0,0,62,7,7,1,0.05744,10.0974930362117
25.98,0,0,500,0.5648308780322423,282,0.564,1,0,0,62,7,7,1,0.05196,10.854503464203233
688.94,0,1,400,0.697222615055169,278,0.695,1,1,1,18,5,5,1,1.72235,0.40351844863123054
69.93,0,0,500,0.6692032724469654,334,0.668,0,0,0,57,3,3,1,0.13986,4.776204776204776
141.74,0,0,500,0.6483652625952954,324,0.648,0,0,0,57,3,3,1,0.28348,2.2858755467757863
221.41,0,0,500,0.5466278949980061,273,0.546,1,0,2,57,3,3,1,0.44282,1.233006639266519
165.42,0,0,500,0.6455439980243606,322,0.644,0,0,2,55,5,5,1,0.33083999999999997,1.946560270825777
225.22,0,0,500,0.5847765249747574,292,0.584,0,0,2,57,3,3,1,0.45044,1.2965100790338335
410.4,0,0,500,0.6834836274415019,341,0.682,0,0,1,18,5,5,1,0.8208,0.8308966861598441
63.97,0,0,500,0.6683299123048424,334,0.668,0,0,0,20,3,3,1,0.12794,5.221197436298265
62.55,0,0,500,0.6030060106836322,301,0.602,1,0,0,20,3,3,1,0.1251,4.812150279776179
434.0,0,0,500,0.6243066541331653,312,0.624,0,0,1,18,5,5,1,0.868,0.7188940092165899
164.04,0,0,500,0.5970393239055525,298,0.596,0,0,2,20,3,3,1,0.32808,1.8166300902218973
811.36,0,1,400,0.6968660451363413,278,0.695,0,1,3,18,5,5,1,2.0284,0.3426345888384934
292.73,1,0,500,0.697757116025062,348,0.696,0,0,2,18,3,5,0,0.5854600000000001,1.188808799918013
50.96,0,0,500,0.6007136976832228,300,0.6,0,0,0,20,3,3,1,0.10192,5.8869701726844585
140.93,0,0,500,0.6752023257758922,337,0.674,0,0,0,20,3,3,1,0.28186,2.391258071382956
140.28,0,0,500,0.623487119081378,311,0.622,0,0,0,20,3,3,1,0.28056,2.2169945822640433
686.68,0,1,400,0.6603563583868828,264,0.66,1,1,1,18,5,5,1,1.7167,0.38445855420283104
685.45,1,0,500,0.7446484820022721,372,0.744,0,0,1,18,3,5,0,1.3709,0.5427091691589466
687.25,0,0,500,0.6982378838790313,349,0.698,0,0,1,18,5,5,1,1.3745,0.5078210258275737
676.03,0,1,400,0.6723175347326409,268,0.67,0,1,1,18,5,5,1,1.690075,0.39643211100099107
556.06,0,1,400,0.6401061053705576,256,0.64,0,1,1,18,5,5,1,1.3901499999999998,0.46038197316836316
73.98,0,0,500,0.7482362566458195,374,0.748,0,0,0,20,3,3,1,0.14796,5.055420383887537
99.49,0,0,500,0.6517631775985865,325,0.65,0,0,0,57,3,3,1,0.19898,3.266659965825711
169.15,0,0,500,0.6150137246003707,307,0.614,0,0,2,20,3,3,1,0.3383,1.8149571386343482
770.74,0,1,400,0.710698995536711,284,0.71,0,1,1,18,5,5,1,1.92685,0.3684770480317617
378.3,0,1,400,0.5943835975154584,237,0.5925,0,1,2,18,5,5,1,0.94575,0.626486915146709
118.15,0,0,500,0.6389515200233389,319,0.638,0,0,0,56,3,3,1,0.2363,2.699957680914092
54.07,0,0,500,0.6807083350021713,340,0.68,0,0,0,20,3,3,1,0.10814,6.288144997225818
543.47,0,0,500,0.7878753855023652,393,0.786,0,0,1,57,3,3,1,1.08694,0.7231309915910722
662.39,0,1,400,0.6734749426194736,269,0.6725,0,1,1,18,5,5,1,1.655975,0.4061051646311086
26.96,0,0,500,0.621209087967766,310,0.62,0,0,0,20,3,3,1,0.05392,11.498516320474778
301.54,0,1,400,0.5862474151424177,234,0.585,1,1,2,18,5,5,1,0.75385,0.7760164488956689
294.71,0,0,500,0.5349039417632208,267,0.534,0,0,2,18,5,5,1,0.5894199999999999,0.9059753656136542
104.21,0,0,500,0.5742404468900724,287,0.574,0,0,0,20,3,3,1,0.20842,2.7540543134056232
150.7,0,0,500,0.7183437133722262,359,0.718,0,0,2,20,3,3,1,0.3014,2.3822163238221634
13.35,0,0,500,0.7322483856750642,366,0.732,0,0,0,20,3,3,1,0.026699999999999998,27.415730337078653
18.5,0,0,500,0.6375481980221811,318,0.636,0,0,0,56,3,3,1,0.037,17.18918918918919
94.86,0,0,500,0.6788278481527883,339,0.678,0,0,0,20,3,3,1,0.18972,3.573687539531942
65.83,0,0,500,0.6655625077271768,332,0.664,0,0,0,20,3,3,1,0.13166,5.043293331307915
178.67,0,1,400,0.7539440404227619,301,0.7525,0,1,2,18,5,5,1,0.446675,1.6846700621257067
199.55,0,0,500,0.7059787455717289,352,0.704,0,0,2,20,3,3,1,0.3991,1.7639689300927084
46.33,0,0,500,0.6436041204259617,321,0.642,1,0,0,20,3,3,1,0.09265999999999999,6.928556011223829
68.86,0,0,500,0.6022229779699787,301,0.602,1,0,0,20,3,3,1,0.13772,4.371187917513796
23.79,0,0,500,0.5696776839871214,284,0.568,0,0,0,56,3,3,1,0.04758,11.937788986969315
73.23,0,0,500,0.6601731817933612,330,0.66,0,0,0,14,3,3,1,0.14646,4.506349856616141
185.95,0,0,500,0.6121824627357848,306,0.612,0,0,2,68,3,3,1,0.37189999999999995,1.6456036568970154
690.06,0,0,500,0.6788873145201163,339,0.678,1,0,1,18,5,5,1,1.3801199999999998,0.4912616294235284
692.93,1,0,500,0.7176713557878737,358,0.716,0,0,1,18,5,3,0,1.3858599999999999,0.5166467031301863
691.54,0,1,400,0.6459225998192802,258,0.645,0,1,1,18,5,5,1,1.72885,0.37308037134511385
690.06,0,0,500,0.8343570817536282,417,0.834,0,0,1,18,5,5,1,1.3801199999999998,0.60429527867142
67.52,0,0,500,0.6940819878474725,347,0.694,0,0,0,57,3,3,1,0.13504,5.1392180094786735
52.98,0,0,500,0.6496013679341691,324,0.648,0,0,0,57,3,3,1,0.10596,6.115515288788222
161.51,0,0,500,0.7239972069445013,361,0.722,0,0,2,55,5,5,1,0.32302,2.2351557179122037
139.86,0,0,500,0.6538684153823809,326,0.652,0,0,0,57,3,3,1,0.27972,2.3309023309023305
186.08,0,0,500,0.6069357899335869,303,0.606,0,0,2,68,3,3,1,0.37216000000000005,1.6283319002579535
220.15,0,0,500,0.7261562038634829,363,0.726,0,0,2,57,3,3,1,0.4403,1.6488757665228253
165.61,0,0,500,0.676945502184233,338,0.676,0,0,2,57,3,3,1,0.33122,2.0409395567900486
61.14,0,0,500,0.5981376922836772,299,0.598,0,0,0,57,3,3,1,0.12228,4.890415439973831
223.98,0,0,500,0.6404830660958196,320,0.64,0,0,2,57,3,3,1,0.44795999999999997,1.4286989909813377
27.37,0,0,500,0.6062190873307621,303,0.606,0,0,0,6,3,3,1,0.054740000000000004,11.070515162586773
168.07,0,0,500,0.5808600134517832,290,0.58,0,0,2,57,3,3,1,0.33614,1.7254715297197596
441.6,0,1,400,0.646308877376582,258,0.645,0,1,1,18,5,5,1,1.104,0.5842391304347826
412.4,1,0,500,0.7454708320235066,372,0.744,0,0,1,18,3,5,0,0.8248,0.9020368574199806
455.62,0,0,500,0.580071621309043,290,0.58,0,0,1,18,5,5,1,0.91124,0.636495325051578
113.86,0,0,500,0.6781484618345286,339,0.678,0,0,0,68,3,3,1,0.22772,2.977340593711576
295.28,0,0,500,0.6174678715439087,308,0.616,0,0,2,18,5,5,1,0.59056,1.0430777567055
32.11,0,0,500,0.6256437308117653,312,0.624,0,0,0,57,3,3,1,0.06422,9.7165991902834
539.95,0,0,500,0.7203803037880565,360,0.72,0,0,1,18,5,5,1,1.0799,0.6667284007778498
689.15,1,0,500,0.7068004615160092,353,0.706,0,0,1,18,3,5,0,1.3782999999999999,0.5122252049626351
687.91,0,0,500,0.7524260813972413,376,0.752,0,0,1,18,5,5,1,1.37582,0.5465831286069399
689.71,1,0,500,0.7084524941794481,354,0.708,1,0,1,18,5,3,0,1.37942,0.5132591958939264
678.5,0,1,400,0.7135228412889919,285,0.7125,0,1,1,18,5,5,1,1.69625,0.4200442151805453
558.55,0,1,400,0.6974880945275431,278,0.695,0,1,1,18,5,5,1,1.396375,0.4977173037328798
97.6,0,0,500,0.6380525976566795,319,0.638,0,0,0,57,3,3,1,0.19519999999999998,3.2684426229508197
773.19,0,1,400,0.6546218168979201,261,0.6525,0,1,1,18,5,5,1,1.932975,0.33756256547549757
